# e13-b audit fix round focused run (scripts/diff-one over the 74-row E13 family (64 unchanged = 39 membership + 25 strict, + 10 born; the header first wrote 76 — corrected at the re-audit fix round): builtins/e13-sibling-panic-order/*, builtins/len-vs-call-order/*, binop-order/operand-panic-vs-call/{call-before-left,call-before-left-div}) — result / id / features / stage / detail
FAIL	builtins/e13-sibling-panic-order/tgt-assert-vs-make	slices,indexing,len,make,panic,evaluation_order,interfaces,type_assertions,assignment	stage=frontend-export	detail={"message":"frontend-quarantined: make of a potentially-panicking size/hint operand hoisted past UNPROBED panicky material to its left (index expression at main.go:282:2) in the same statement — the left material sits where the E13 (b) envelope emits no unseq-probe (an assignment/IncDec/compound target, an address-of or receiver operand, or an operand containing recover() or an allocating conversion), so the unconditional make hoist would realize only the hint's panic where spec#Order_of_evaluation fixes no order; refused by name (narrowed A6 guard, BUG-032/BUG-083; E13 (b) boundary, e13-b audit fix round R1)","output":"","schema":"golean-observation-v1","status":"unsupported"}
PASS	builtins/len-vs-call-order/panicky-between	slices,len,evaluation_order,calls,panic,recover,indexing,interfaces,type_assertions
PASS	builtins/e13-sibling-panic-order/slice-left-len-call	slices,slicing,len,calls,panic,evaluation_order,print
PASS	builtins/len-vs-call-order/slice	slices,len,evaluation_order,calls,append
PASS	builtins/e13-sibling-panic-order/forced-arg-only	slices,indexing,calls,panic,evaluation_order,print
PASS	builtins/len-vs-call-order/len-nil-only-left	pointers,structs,len,evaluation_order,calls,bools,nil,panic
PASS	builtins/len-vs-call-order/chan	channels,len,evaluation_order,calls
PASS	builtins/len-vs-call-order/make-hint-generic-int-key	maps,make,len,evaluation_order,panic,interfaces,type_assertions,indexing,generics
PASS	builtins/len-vs-call-order/lexer-idiom	pointers,structs,methods,len,evaluation_order,calls,bools,loops,slices
PASS	builtins/len-vs-call-order/short-circuit	channels,len,evaluation_order,calls,bools
PASS	builtins/len-vs-call-order/make-hint-map-read	maps,make,len,evaluation_order,panic,interfaces,type_assertions,indexing
FAIL	builtins/e13-sibling-panic-order/composite-ptr-payload-vs-call	slices,indexing,calls,panic,evaluation_order,print,literals,pointers,structs	stage=frontend-export	detail={"message":"frontend-quarantined: structural allocation (&composite literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
PASS	builtins/len-vs-call-order/make-nil-only-none	pointers,structs,make,len,evaluation_order,slices,nil
PASS	builtins/len-vs-call-order/len-assert-vs-nil-operand	pointers,structs,len,evaluation_order,calls,panic,interfaces,type_assertions
PASS	builtins/len-vs-call-order/make-hint-panic-free	maps,make,len,evaluation_order,panic,interfaces,type_assertions
PASS	builtins/len-vs-call-order/len-nil-only-both	pointers,structs,len,evaluation_order,calls,bools,nil,panic
PASS	builtins/len-vs-call-order/len-nil-left-vs-index-operand	pointers,structs,len,evaluation_order,calls,panic,indexing,slices
PASS	builtins/e13-sibling-panic-order/addr-index-left-len-hoist	slices,indexing,len,calls,panic,evaluation_order,print,pointers
FAIL	builtins/e13-sibling-panic-order/assert-ok-early-len-hoist	interfaces,type_assertions,len,slicing,calls,closures,evaluation_order,print	stage=lean-observation	detail=expected status ok, got {"message":"interface conversion: interface {} is string, not int","output":"mut\n","schema":"golean-observation-v1","status":"panic"}
FAIL	builtins/e13-sibling-panic-order/slice-lit-payload-vs-call	slices,indexing,calls,panic,evaluation_order,print,literals	stage=frontend-export	detail={"message":"frontend-quarantined: structural allocation (slice literal) with a potentially-panicking payload (a probed operand in the payload) followed by an ordered call/receive in the same statement — the allocation hoists to its lexical position and evaluates its payload there, ahead of the later event, where gc evaluates the payload in the residual after the call; spec#Order_of_evaluation forces neither order and the machine realizes only one; refused by name (structural-allocation class, E13 (b) residual; e13-b audit fix round R2)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/map-key-assert-vs-len	maps,slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment	stage=frontend-export	detail={"message":"frontend-quarantined: len of a potentially-panicking operand hoisted past UNPROBED panicky material to its left (type assertion at main.go:303:4) with a later ordered call/receive in the same statement — the left material sits where the E13 (b) envelope emits no unseq-probe (an assignment/IncDec/compound target, an address-of or receiver operand, or an operand containing recover() or an allocating conversion), so the hoist would realize only the events-first panic order where spec#Order_of_evaluation fixes none; refused by name (narrowed A6 guard, BUG-032/BUG-083; E13 (b) boundary, e13-b audit fix round R1)","output":"","schema":"golean-observation-v1","status":"unsupported"}
PASS	builtins/e13-sibling-panic-order/assert-left-min-inline	interfaces,type_assertions,min,builtins,slices,indexing,panic,evaluation_order
PASS	builtins/len-vs-call-order/recv-bearing	channels,len,evaluation_order,calls
PASS	builtins/len-vs-call-order/make-nil-only-both	pointers,structs,make,len,evaluation_order,slices,nil,panic
PASS	builtins/len-vs-call-order/make-slice-panicky-between	slices,make,len,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-slice-panicky-between)
PASS	builtins/e13-sibling-panic-order/index-assert-left-call	slices,indexing,interfaces,type_assertions,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=3 exhibited=1 draws=32 (K=32; pin members=3 NOT reached — 1 distinct drawn) unexhibited=2 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-assert-left-call)
PASS	builtins/e13-sibling-panic-order/two-index-left-call	slices,indexing,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=3 exhibited=1 draws=32 (K=32; pin members=3 NOT reached — 1 distinct drawn) unexhibited=2 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/two-index-left-call)
PASS	builtins/e13-sibling-panic-order/assert-return-list	interfaces,type_assertions,calls,panic,evaluation_order,print,closures,multi_result,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-return-list)
PASS	builtins/e13-sibling-panic-order/index-middle	slices,indexing,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-middle)
PASS	builtins/len-vs-call-order/panicky-before-call	slices,len,evaluation_order,calls,panic,recover,indexing
FAIL	builtins/e13-sibling-panic-order/compound-assert-vs-len	slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment	stage=frontend-export	detail={"message":"frontend-quarantined: len of a potentially-panicking operand hoisted past UNPROBED panicky material to its left (index expression at main.go:292:2) with a later ordered call/receive in the same statement — the left material sits where the E13 (b) envelope emits no unseq-probe (an assignment/IncDec/compound target, an address-of or receiver operand, or an operand containing recover() or an allocating conversion), so the hoist would realize only the events-first panic order where spec#Order_of_evaluation fixes none; refused by name (narrowed A6 guard, BUG-032/BUG-083; E13 (b) boundary, e13-b audit fix round R1)","output":"","schema":"golean-observation-v1","status":"unsupported"}
PASS	builtins/len-vs-call-order/len-nil-only-none	pointers,structs,len,evaluation_order,calls,bools,nil
FAIL	builtins/e13-sibling-panic-order/tgt-assert-vs-len-hoist	slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment	stage=frontend-export	detail={"message":"frontend-quarantined: len of a potentially-panicking operand hoisted past UNPROBED panicky material to its left (index expression at main.go:272:2) with a later ordered call/receive in the same statement — the left material sits where the E13 (b) envelope emits no unseq-probe (an assignment/IncDec/compound target, an address-of or receiver operand, or an operand containing recover() or an allocating conversion), so the hoist would realize only the events-first panic order where spec#Order_of_evaluation fixes none; refused by name (narrowed A6 guard, BUG-032/BUG-083; E13 (b) boundary, e13-b audit fix round R1)","output":"","schema":"golean-observation-v1","status":"unsupported"}
FAIL	builtins/e13-sibling-panic-order/bytes-conv-left-len-hoist	slices,indexing,len,calls,panic,evaluation_order,print,conversions,strings	stage=frontend-export	detail={"message":"frontend-quarantined: len of a potentially-panicking operand hoisted past UNPROBED panicky material to its left (index expression at main.go:333:13) with a later ordered call/receive in the same statement — the left material sits where the E13 (b) envelope emits no unseq-probe (an assignment/IncDec/compound target, an address-of or receiver operand, or an operand containing recover() or an allocating conversion), so the hoist would realize only the events-first panic order where spec#Order_of_evaluation fixes none; refused by name (narrowed A6 guard, BUG-032/BUG-083; E13 (b) boundary, e13-b audit fix round R1)","output":"","schema":"golean-observation-v1","status":"unsupported"}
PASS	builtins/len-vs-call-order/len-nil-only-operand	pointers,structs,len,evaluation_order,calls,bools,nil,panic
PASS	builtins/len-vs-call-order/make-nil-only-operand	pointers,structs,make,len,evaluation_order,slices,nil,panic
PASS	builtins/len-vs-call-order/make-nil-only-left	pointers,structs,make,len,evaluation_order,slices,nil,panic
PASS	builtins/e13-sibling-panic-order/assert-right-call	interfaces,type_assertions,calls,panic,evaluation_order,print
PASS	builtins/e13-sibling-panic-order/index-arg-sibling	slices,indexing,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-arg-sibling)
PASS	builtins/e13-sibling-panic-order/index-left-call-arg-panics	slices,indexing,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-left-call-arg-panics)
PASS	builtins/e13-sibling-panic-order/send-chan-index	channels,slices,indexing,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/send-chan-index)
PASS	builtins/len-vs-call-order/len-struct-any-key-left-assert	maps,len,evaluation_order,calls,panic,interfaces,type_assertions,indexing,structs,comparability,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/len-struct-any-key-left-assert)
PASS	builtins/e13-sibling-panic-order/iface-cmp-left-call	interfaces,comparisons,comparability,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/iface-cmp-left-call)
PASS	builtins/e13-sibling-panic-order/index-composite-lit	slices,indexing,calls,panic,evaluation_order,print,literals,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/index-composite-lit)
PASS	builtins/e13-sibling-panic-order/assert-composite-lit	interfaces,type_assertions,calls,panic,evaluation_order,print,slices,literals,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-composite-lit)
PASS	builtins/e13-sibling-panic-order/shift-left-call	shifts,ints,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/shift-left-call)
PASS	builtins/e13-sibling-panic-order/assert-left-new-call	interfaces,type_assertions,new,pointers,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-new-call)
PASS	builtins/len-vs-call-order/make-inner-len	slices,make,len,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-inner-len)
PASS	builtins/len-vs-call-order/hint-panicky-between	maps,make,len,evaluation_order,panic,indexing,interfaces,type_assertions,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/hint-panicky-between)
PASS	builtins/e13-sibling-panic-order/assert-left-copy	interfaces,type_assertions,copy,slices,slicing,indexing,panic,evaluation_order,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-copy)
PASS	builtins/len-vs-call-order/make-hint-generic-any-key	maps,make,len,evaluation_order,panic,interfaces,type_assertions,indexing,generics,comparability,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/len-vs-call-order/make-hint-generic-any-key)
PASS	builtins/e13-sibling-panic-order/deref-left-call	pointers,nil,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/deref-left-call)
PASS	builtins/e13-sibling-panic-order/assert-left-append	interfaces,type_assertions,append,slices,len,indexing,calls,panic,evaluation_order,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-append)
PASS	builtins/e13-sibling-panic-order/deref-left-index-arg-call	pointers,nil,slices,indexing,calls,panic,evaluation_order,print,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/deref-left-index-arg-call)
PASS	builtins/e13-sibling-panic-order/assert-left-method	interfaces,type_assertions,methods,calls,panic,evaluation_order,print,pointers,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-method)
PASS	binop-order/operand-panic-vs-call/call-before-left-div	indexing,calls,closures,division,evaluation_order,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/binop-order/operand-panic-vs-call/call-before-left-div)
PASS	builtins/e13-sibling-panic-order/assert-left-recv-w	interfaces,type_assertions,channels,recover,defer,evaluation_order,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/builtins/e13-sibling-panic-order/assert-left-recv-w)
PASS	binop-order/operand-panic-vs-call/call-before-left	indexing,calls,closures,evaluation_order,nondet	stage=membership	detail=enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/binop-order/operand-panic-vs-call/call-before-left)
