# GoLean native-frontend full-corpus differential baseline
# recorded: 2026-08-19 (bug-fix arc slice 2, step 1 — THE BUG-057 EDGE
#   ENUMERATION, red/green recorded BEFORE any fix)
#   commit: this commit (on 740f09f8, the BUG-058 fix)
#   re-pin reason: 46 NEW ids and NOTHING ELSE. The new package
#   Corpus/coverage/exec/spec-examples-decl/var-comma-ok-matrix walks
#   the full BUG-057 matrix — three comma-ok sources (receive, map
#   index, type assertion) x untyped/typed declaration x blank in the
#   value position / blank in the ok position / neither x
#   function-local / package-level — plus the positions the
#   declaration can occupy (function literal, grouped multi-spec
#   declaration, goto-restructured body, interface-valued map), the
#   shadow-capture shape, the three interface-TYPED forms, and the
#   adjacent tuple-call declaration. These are the DEFECTIVE emitter's
#   colours: the fix commit's flips are a prediction this record lets
#   the next run confirm, not a story told afterwards.
#   Every new row observes a TRUE ok (a false ok cannot distinguish
#   delivery from drop) and returns value and ok as SEPARATE
#   observables (closing F-10, where `x && ok` collapsed the two
#   deliveries into one bit).
#   Breakdown of the 46:
#     22 PASS — the 18 pkg-* rows (package-level is correct for every
#        source, typedness and blank position; the $pkginit path
#        fabricates one AssignStmt per multi-value spec and runs
#        emitAssign) and the 4 local *-blank-ok rows, which observe the
#        VALUE half only and were never wrong.
#     11 FAIL/differential — the silent drop: recv-untyped,
#        recv-untyped-blank-value, recv-typed, recv-typed-blank-value,
#        index-untyped, index-untyped-blank-value, index-typed,
#        index-typed-blank-value, func-literal, grouped-spec,
#        after-goto. All 11 join BUG-057's Cases: list in this commit.
#     13 FAIL/frontend-export — fail-closed, NOT wrong answers: the six
#        local type-assertion rows ("type assert form outside a
#        2-target assignment"), {recv,index,assert}-typed-iface and
#        iface-value ("implicit interface conversion in multi-value
#        assignment"), shadow-capture and tuple-call-{untyped,typed}
#        ("type *types.Tuple").
#   ZERO drift on the 2103 pre-existing rows — no PASS<->FAIL flip, no
#   stage change, no dropped id.
#   Full run: 2149 cases (1992 PASS / 157 FAIL), native frontend.
#
result	id	stage
PASS	bools/short-circuit-effects/nested-inner-right	-
PASS	bools/short-circuit-effects/nested-outer-false	-
PASS	bools/short-circuit-effects/order-both-false	-
PASS	bools/short-circuit-effects/order-left-true	-
PASS	bools/short-circuit-effects/order-right-true	-
PASS	bools/short-circuit-funclit/admit-copy	-
PASS	bools/short-circuit-funclit/admit-copy-short	-
PASS	bools/short-circuit-funclit/admit-elided-in-lit	-
PASS	bools/short-circuit-funclit/admit-elided-in-lit-short	-
PASS	bools/short-circuit-funclit/admit-maplit	-
PASS	bools/short-circuit-funclit/admit-maplit-short	-
PASS	bools/short-circuit-funclit/admit-new	-
PASS	bools/short-circuit-funclit/admit-new-short	-
PASS	bools/short-circuit-funclit/admit-splat-in-lit	-
PASS	bools/short-circuit-funclit/admit-splat-in-lit-short	-
PASS	bools/short-circuit-funclit/and-short	-
PASS	bools/short-circuit-funclit/and-taken	-
PASS	bools/short-circuit-funclit/and-zero-len	-
PASS	bools/short-circuit-funclit/capture-short	-
PASS	bools/short-circuit-funclit/capture-three	-
FAIL	bools/short-circuit-funclit/e6-recv-len-in-sc	frontend-export
FAIL	bools/short-circuit-funclit/e6-recv-len-outside	frontend-export
PASS	bools/short-circuit-funclit/or-short	-
PASS	bools/short-circuit-funclit/or-taken	-
PASS	bools/short-circuit-funclit/outside-four	-
PASS	bools/short-circuit-funclit/outside-then-sc	-
PASS	bools/short-circuit-funclit/outside-then-sc-short	-
PASS	bools/short-circuit-funclit/outside-zero	-
PASS	bools/short-circuit-or	-
PASS	bools/zero-value	-
PASS	builtins/append-defined-byte-slice-string	-
PASS	builtins/append-string-to-bytes	-
PASS	builtins/clear-delete-edge/clear-array-slice	-
PASS	builtins/clear-delete-edge/clear-defined-map	-
PASS	builtins/clear-delete-edge/clear-defined-slice	-
PASS	builtins/clear-delete-edge/clear-eval-order	-
PASS	builtins/clear-delete-edge/clear-generic-map	-
PASS	builtins/clear-delete-edge/clear-generic-slice	-
PASS	builtins/clear-delete-edge/clear-nil-map	-
PASS	builtins/clear-delete-edge/clear-nil-slice	-
PASS	builtins/clear-delete-edge/clear-slice-alias-visible	-
PASS	builtins/clear-delete-edge/delete-defined-map	-
PASS	builtins/clear-delete-edge/delete-generic-map	-
PASS	builtins/clear-delete-edge/delete-map-expr-panic-before-key	-
PASS	builtins/clear-delete-edge/delete-nil-map-evaluates-key	-
PASS	builtins/clear-map	-
PASS	builtins/clear-slice	-
PASS	builtins/copy-edge/array-slice	-
PASS	builtins/copy-edge/defined-byte-string	-
PASS	builtins/copy-edge/defined-slices	-
PASS	builtins/copy-edge/empty-string-to-bytes	-
PASS	builtins/copy-edge/eval-order	-
PASS	builtins/copy-edge/forward-overlap	-
PASS	builtins/copy-edge/generic-slices	-
PASS	builtins/copy-edge/nil-destination	-
PASS	builtins/copy-edge/nil-source	-
PASS	builtins/copy-edge/string-prefix	-
PASS	builtins/copy-string-to-bytes	-
PASS	builtins/len-cap-array-pointer	-
PASS	builtins/make-channel-len-cap	-
PASS	builtins/make-map-hint	-
PASS	builtins/min-max-edge/defined-int	-
PASS	builtins/min-max-edge/defined-string	-
PASS	builtins/min-max-edge/eval-order	-
PASS	builtins/min-max-edge/expressions	-
PASS	builtins/min-max-edge/generic-ints	-
PASS	builtins/min-max-edge/generic-strings	-
PASS	builtins/min-max-edge/one-arg	-
PASS	builtins/min-max-edge/untyped-float-context	-
PASS	builtins/min-max-ints	-
PASS	builtins/min-max-strings	-
FAIL	builtins/real-imag	frontend-export
PASS	builtins/recover-outside-defer	-
PASS	channels/buffered-basic	-
PASS	channels/close-closed-panic	-
PASS	channels/close-edge/defer-close	-
PASS	channels/close-edge/drain-zero-after-close	-
PASS	channels/close-edge/recover-close-closed	-
PASS	channels/close-edge/recover-close-nil	-
PASS	channels/close-edge/recover-negative-make	-
PASS	channels/close-edge/recover-send-closed	-
PASS	channels/close-nil-panic	-
PASS	channels/close-send-only	-
PASS	channels/closed-receive	-
PASS	channels/comparison/chan-of-chan	-
PASS	channels/comparison/directional-equal	-
PASS	channels/comparison/identity	-
PASS	channels/comparison/map-key-alias	-
PASS	channels/deadlock/range-open-drained	-
PASS	channels/deadlock/recv-empty-open	-
PASS	channels/deadlock/recv-nil	-
PASS	channels/deadlock/select-all-nil	-
PASS	channels/deadlock/select-empty	-
PASS	channels/deadlock/send-full	-
PASS	channels/deadlock/send-nil	-
PASS	channels/deadlock/send-unbuffered	-
PASS	channels/defer-close-two/first	-
PASS	channels/defer-close-two/second	-
PASS	channels/defer-close-two/unrelated	-
PASS	channels/directional-types	-
PASS	channels/make-directional	-
PASS	channels/make-edge/buffered-fifo	-
PASS	channels/make-edge/close-does-not-drain	-
PASS	channels/make-edge/close-eval-order	-
PASS	channels/make-edge/len-cap-directional	-
PASS	channels/make-edge/len-expression	-
PASS	channels/make-edge/negative-buffer-panic	-
PASS	channels/make-edge/ordinary-receive-eval-order	-
PASS	channels/make-edge/ordinary-send-eval-order	-
PASS	channels/make-edge/receive-comma-ok-open	-
PASS	channels/make-edge/zero-buffer	-
PASS	channels/nil-values	-
PASS	channels/range-closed	-
PASS	channels/range-edge/break	-
PASS	channels/range-edge/no-var	-
PASS	channels/recv-edge/bad-target-blocks	-
PASS	channels/recv-edge/chain-field-over-index	-
PASS	channels/recv-edge/dep-index-target	-
PASS	channels/recv-edge/field-second-target-stores-first	-
PASS	channels/recv-edge/nil-deref-target-drains	-
PASS	channels/recv-edge/nil-deref-target-recovered	-
PASS	channels/recv-edge/nil-index-base-second	-
PASS	channels/recv-edge/oob-second-target-stores-first	-
PASS	channels/recv-edge/oob-target-drains	-
PASS	channels/recv-edge/second-target-panic-stores-first	-
PASS	channels/recv-map-elem	-
PASS	channels/recv-map-elem/first-store-lands	-
PASS	channels/recv-map-elem/key-panic-drains	-
PASS	channels/recv-order/binary	-
PASS	channels/recv-order/call-arg	-
PASS	channels/recv-order/composite-lit	-
FAIL	channels/recv-order/dead-recv-len-embedded	frontend-export
FAIL	channels/recv-order/dead-recv-len-operand	frontend-export
PASS	channels/recv-order/else-if	-
PASS	channels/recv-order/for-cond	-
PASS	channels/recv-order/for-init	-
PASS	channels/recv-order/len-embedded-no-recv	-
PASS	channels/recv-order/multi-assign	-
PASS	channels/recv-order/return-list	-
PASS	channels/recv-order/switch-case	-
PASS	channels/recv-stmt	-
PASS	channels/select-deterministic/channel-operands-eval-order	-
PASS	channels/select-deterministic/closed-buffered-receive	-
PASS	channels/select-deterministic/closed-drained-receive	-
PASS	channels/select-deterministic/closed-receive-declare	-
PASS	channels/select-deterministic/default-only	-
PASS	channels/select-deterministic/nil-and-ready-receive	-
PASS	channels/select-deterministic/nil-and-ready-send	-
PASS	channels/select-deterministic/recv-chan-panic-before-default	-
PASS	channels/select-deterministic/selected-receive-lhs-eval	-
PASS	channels/select-deterministic/send-closed-panic	-
PASS	channels/select-deterministic/send-rhs-eval-unselected	-
PASS	channels/select-deterministic/send-rhs-panic-before-default	-
PASS	channels/select-deterministic/unselected-receive-lhs-not-eval	-
PASS	channels/select-empty-receive-default	-
PASS	channels/select-full-send-default	-
PASS	channels/select-multi-ready	-
PASS	channels/select-multi-ready/observable	membership
PASS	channels/select-nil-default	-
PASS	channels/select-ready-receive	-
PASS	channels/select-ready-send	-
PASS	channels/select-recv-edge/chain-field-over-index	-
PASS	channels/select-recv-edge/dep-index-target	-
PASS	channels/select-recv-edge/fallback-call-index	-
PASS	channels/select-recv-edge/field-second-target-stores-first	-
PASS	channels/select-recv-edge/nil-index-base-second	-
FAIL	channels/select-select/beside-loop	nondet
FAIL	channels/select-select/core	lean-observation
PASS	channels/send-closed-panic	-
PASS	comparisons/short-circuit/array-reaches-interface-panic	-
PASS	comparisons/short-circuit/array-skips-interface-panic	-
PASS	comparisons/short-circuit/nested-array-struct-reaches-panic	-
PASS	comparisons/short-circuit/nested-array-struct-skips-panic	-
PASS	comparisons/short-circuit/struct-nested-array-reaches-panic	-
PASS	comparisons/short-circuit/struct-nested-array-skips-panic	-
PASS	comparisons/short-circuit/struct-reaches-interface-panic	-
PASS	comparisons/short-circuit/struct-skips-interface-panic	-
FAIL	complex/basic	frontend-export
FAIL	complex/builtin-untyped-args	frontend-export
FAIL	complex/complex64-parts	frontend-export
FAIL	complex/complex64-rounding	frontend-export
FAIL	complex/compound-assign	frontend-export
PASS	complex/constant-real-imag	-
FAIL	complex/defined-type-ops	frontend-export
FAIL	complex/division	frontend-export
FAIL	complex/equality	frontend-export
FAIL	complex/generic-type-set/compound-assign	frontend-export
FAIL	complex/generic-type-set/conversion	frontend-export
FAIL	complex/generic-type-set/defined-complex128-sum	frontend-export
FAIL	complex/generic-type-set/defined-complex64-sum	frontend-export
FAIL	complex/generic-type-set/division	frontend-export
FAIL	complex/generic-type-set/equality	frontend-export
FAIL	complex/generic-type-set/explicit-constant	frontend-export
FAIL	complex/generic-type-set/inference	frontend-export
FAIL	complex/generic-type-set/zero-value	frontend-export
FAIL	complex/nan-inf-parts	frontend-export
FAIL	complex/real-imag-defined	frontend-export
PASS	complex/real-imag-real-args	-
FAIL	complex/zero-value	frontend-export
PASS	constants/array-bound	-
PASS	constants/builtin-len-cap-constants	-
PASS	constants/complex-constant	-
PASS	constants/const-precision	-
PASS	constants/constant-character-representability	-
PASS	constants/constant-comparison	-
PASS	constants/constant-division	-
PASS	constants/default-bool-string	-
FAIL	constants/default-types	frontend-export
PASS	constants/dependent-constants	-
PASS	constants/grouped-constant-dependencies	-
PASS	constants/iota-bitmask	-
PASS	constants/iota-blank	-
PASS	constants/iota-expressions	-
PASS	constants/iota-multi-name-repeat	-
PASS	constants/iota-reset-blocks	-
PASS	constants/iota-typed-repeat	-
PASS	constants/representability-boundaries	-
PASS	constants/rune-escape-constants	-
PASS	constants/shift-representability	-
PASS	constants/shift-width-boundaries	-
PASS	constants/string-escape-constant	-
FAIL	constants/typed-complex-binary	frontend-export
PASS	constants/typed-explicit-conversion	-
PASS	constants/typed-iota	-
PASS	constants/typed-iota-offset	-
PASS	constants/typed-string-binary	-
PASS	constants/typed-untyped-binary	-
PASS	constants/untyped-adaptation	-
FAIL	constants/untyped-complex-context	frontend-export
PASS	control-flow/break-label-select	-
PASS	control-flow/continue-in-switch	-
PASS	control-flow/continue-label-post	-
PASS	control-flow/expressionless-switch-order	-
PASS	control-flow/for-break-skips-post	-
PASS	control-flow/for-condition-eval	-
PASS	control-flow/for-continue-post-plain	-
PASS	control-flow/for-continue-runs-post	-
PASS	control-flow/for-loopvar-addr-escape	-
PASS	control-flow/for-loopvar-array-slice	-
PASS	control-flow/for-loopvar-cond-capture	-
PASS	control-flow/for-loopvar-escape	-
PASS	control-flow/for-loopvar-post-capture	-
PASS	control-flow/for-loopvar-ptr-recv	-
PASS	control-flow/for-post-side-effects	-
FAIL	control-flow/goto-backward-array-slice	frontend-export
FAIL	control-flow/goto-backward-capture	frontend-export
FAIL	control-flow/goto-backward-elem-addr	frontend-export
FAIL	control-flow/goto-backward-field-addr	frontend-export
FAIL	control-flow/goto-backward-nested-recv	frontend-export
PASS	control-flow/goto-backward-redeclare	-
PASS	control-flow/goto-blank-var-decl	-
PASS	control-flow/goto-defer-return	-
PASS	control-flow/goto-forward	-
PASS	control-flow/goto-if-init-cond-hoist	-
PASS	control-flow/goto-loop	-
PASS	control-flow/goto-out-of-block	-
PASS	control-flow/goto-out-of-for	-
PASS	control-flow/goto-out-of-select	-
PASS	control-flow/goto-out-of-switch	-
PASS	control-flow/goto-over-type-decl	-
PASS	control-flow/infinite-loop-return	-
PASS	control-flow/labeled-branch-range-map	-
PASS	control-flow/labeled-break	-
PASS	control-flow/labeled-break-defer	-
PASS	control-flow/labeled-continue	-
PASS	control-flow/labeled-continue-range-map-block	-
PASS	control-flow/labeled-cross-inner-labeled	-
PASS	control-flow/labeled-empty-statement	-
PASS	control-flow/labeled-statement-scope	-
PASS	control-flow/labeled-switch-bare-continue	-
PASS	control-flow/nested-labeled-break	-
PASS	control-flow/switch-basic	-
PASS	control-flow/switch-break	-
PASS	control-flow/switch-break-continue-interleave	-
PASS	control-flow/switch-break-in-loop	-
PASS	control-flow/switch-break-inner-loop	-
PASS	control-flow/switch-break-nested-block	-
PASS	control-flow/switch-case-call	-
PASS	control-flow/switch-case-expression-panic	-
PASS	control-flow/switch-case-order	-
PASS	control-flow/switch-clause-nested-block-declares	-
PASS	control-flow/switch-default-only-break	-
PASS	control-flow/switch-default-position	-
PASS	control-flow/switch-empty-clause	-
PASS	control-flow/switch-expression-once	-
PASS	control-flow/switch-fallthrough	-
PASS	control-flow/switch-fallthrough-chain	-
PASS	control-flow/switch-fallthrough-declaring-clause	-
PASS	control-flow/switch-fallthrough-into-default	-
PASS	control-flow/switch-fallthrough-skips-case-expression	-
PASS	control-flow/switch-fallthrough-target-declares	-
PASS	control-flow/switch-fallthrough-then-break	-
PASS	control-flow/switch-init	-
PASS	control-flow/switch-init-before-expression	-
PASS	control-flow/switch-interface-case-panic	-
PASS	control-flow/switch-multi-case-values	-
PASS	control-flow/switch-nested-break	-
PASS	control-flow/switch-nested-fallthrough	-
PASS	control-flow/switch-no-expression-default	-
PASS	control-flow/switch-no-match-no-default	-
PASS	control-flow/switch-return-in-clause	-
PASS	control-flow/switch-tag-once	-
PASS	control-flow/switch-uncomparable-tag-default	-
PASS	control-flow/switch-untyped-case-conversion	-
PASS	control-flow/while-eq-single-iteration	-
PASS	defer/defer-arg-eval	-
PASS	defer/defer-arg-panic-before-register	-
PASS	defer/defer-function-result-discard	-
PASS	defer/defer-function-value-eval	-
PASS	defer/defer-in-loop	-
PASS	defer/defer-interface-value-eval	-
PASS	defer/defer-method-receiver-eval	-
PASS	defer/defer-named-result-lifo	-
PASS	defer/defer-named-return	-
PASS	defer/defer-nil-function-panic	-
PASS	defer/defer-nil-function-recover-order	-
PASS	defer/defer-pointer-receiver-live	-
PASS	defer/deferred-dispatch-entry-panic/during-panic	-
PASS	defer/deferred-dispatch-entry-panic/fallthrough-drain	-
PASS	defer/deferred-dispatch-entry-panic/return-drain	-
PASS	defer/multiple-lifo	-
PASS	defer/recover-noop-after-quarantine	-
PASS	defer/recover-normal-return	-
PASS	defer/unnamed-return	-
PASS	embedding/deep-promoted-field	-
PASS	embedding/deep-promoted-method	-
PASS	embedding/embedded-field-shadow	-
PASS	embedding/embedded-method-promote	-
PASS	embedding/embedded-pointer-field	-
PASS	embedding/embedded-pointer-nil-panic	-
PASS	embedding/promoted-ambiguous-not-satisfied	-
PASS	embedding/promoted-field-depth-shadow	-
PASS	embedding/promoted-method-shadow	-
PASS	embedding/promoted-method-value/live	-
PASS	embedding/promoted-method-value/snapshot	-
PASS	embedding/promoted-nil-embedded-pointer/before-args	-
PASS	embedding/promoted-nil-embedded-pointer/call	-
PASS	embedding/promoted-nil-embedded-pointer/nil-panic	-
PASS	embedding/promoted-pointer-receiver-method-set/pointer-box	-
PASS	embedding/promoted-pointer-receiver-method-set/value-box	-
PASS	embedding/value-embedded-pointer-promotion/dynamic-dispatch	-
PASS	embedding/value-embedded-pointer-promotion/static-call	-
PASS	embedding/value-embedded-pointer-promotion/value-box-satisfies	-
PASS	examples/binsearch/absent-above	-
PASS	examples/binsearch/absent-below	-
PASS	examples/binsearch/absent-gap	-
PASS	examples/binsearch/big-boundary	-
PASS	examples/binsearch/duplicates-lower	-
PASS	examples/binsearch/empty	-
PASS	examples/binsearch/found-first	-
PASS	examples/binsearch/found-last	-
PASS	examples/binsearch/found-mid	-
PASS	examples/binsearch/harness-empty	-
PASS	examples/binsearch/harness-found	-
PASS	examples/binsearch/harness-gap	-
PASS	examples/binsearch/one-absent	-
PASS	examples/binsearch/one-found	-
PASS	examples/bubble/empty	-
PASS	examples/bubble/four-duplicates	-
PASS	examples/bubble/four-extremes	-
PASS	examples/bubble/four-reversed	-
PASS	examples/bubble/four-same	-
PASS	examples/bubble/four-shuffled	-
PASS	examples/bubble/four-sorted	-
PASS	examples/bubble/harness-r-big-seed	-
PASS	examples/bubble/harness-r-cap	-
PASS	examples/bubble/harness-r-empty	-
PASS	examples/bubble/harness-r-five	-
PASS	examples/bubble/harness-r-one	-
PASS	examples/bubble/one	-
PASS	examples/bubble/three	-
PASS	examples/dedup/empty	-
PASS	examples/dedup/four-all-same	-
PASS	examples/dedup/four-alternating	-
PASS	examples/dedup/four-distinct	-
PASS	examples/dedup/four-extremes	-
PASS	examples/dedup/four-first	-
PASS	examples/dedup/four-pairs	-
PASS	examples/dedup/harness-r-big	-
PASS	examples/dedup/harness-r-cap	-
PASS	examples/dedup/harness-r-empty	-
PASS	examples/dedup/harness-r-mid	-
PASS	examples/dedup/harness-r-one	-
PASS	examples/dedup/one	-
PASS	examples/dotprod/empty	-
PASS	examples/dotprod/four-same	-
PASS	examples/dotprod/four-typical	-
PASS	examples/dotprod/four-wrap	-
PASS	examples/dotprod/four-wrap-u64max	-
PASS	examples/dotprod/four-zero-vec	-
PASS	examples/dotprod/harness-r-cap	-
PASS	examples/dotprod/harness-r-empty	-
PASS	examples/dotprod/harness-r-mid	-
PASS	examples/dotprod/harness-r-one	-
PASS	examples/dotprod/harness-r-wrap-62	-
PASS	examples/dotprod/harness-r-wrap-63	-
PASS	examples/dotprod/harness-r-wrap-max	-
PASS	examples/dotprod/harness-r-wrap-u64max	-
PASS	examples/dotprod/one	-
PASS	examples/dotprod/one-wrap	-
PASS	examples/dotprod/one-wrap-u64max	-
PASS	examples/dotprod/uneven	-
PASS	examples/fib/harness-ten	-
PASS	examples/fib/harness-wrap	-
PASS	examples/fib/ninety-four-wrap	-
PASS	examples/fib/ninety-three	-
PASS	examples/fib/one	-
PASS	examples/fib/ten	-
PASS	examples/fib/two	-
PASS	examples/fib/zero	-
PASS	examples/fibmemo/harness-one	-
PASS	examples/fibmemo/harness-thirty	-
PASS	examples/fibmemo/memosize-one	-
PASS	examples/fibmemo/memosize-ten	-
PASS	examples/fibmemo/memosize-zero	-
PASS	examples/fibmemo/one	-
PASS	examples/fibmemo/ten	-
PASS	examples/fibmemo/thirty	-
PASS	examples/fibmemo/two	-
PASS	examples/fibmemo/zero	-
PASS	examples/gcd/a-zero	-
PASS	examples/gcd/big	-
PASS	examples/gcd/chain	-
PASS	examples/gcd/common	-
PASS	examples/gcd/coprime	-
PASS	examples/gcd/harness-common	-
PASS	examples/gcd/harness-zero	-
PASS	examples/gcd/zero-b	-
PASS	examples/gcd/zero-zero	-
PASS	examples/histogram/all-same	-
PASS	examples/histogram/distinct	-
PASS	examples/histogram/empty	-
PASS	examples/histogram/harness-r-eight	-
PASS	examples/histogram/harness-r-empty	-
PASS	examples/histogram/harness-r-miss	-
PASS	examples/histogram/harness-r-one	-
PASS	examples/histogram/harness-r-seven	-
PASS	examples/histogram/harness-r-wrap	-
PASS	examples/histogram/miss	-
PASS	examples/histogram/mode-three	-
PASS	examples/histogram/one	-
PASS	examples/histogram/one-miss	-
PASS	examples/isort/empty	-
PASS	examples/isort/four-big	-
PASS	examples/isort/four-duplicates	-
PASS	examples/isort/four-reversed	-
PASS	examples/isort/four-shuffled	-
PASS	examples/isort/four-sorted	-
PASS	examples/isort/four-u64max	-
PASS	examples/isort/harness-dups	-
PASS	examples/isort/harness-empty	-
PASS	examples/isort/harness-five	-
PASS	examples/isort/harness-wrap-max	-
PASS	examples/isort/one	-
PASS	examples/isort/three	-
PASS	examples/kadane/empty	-
PASS	examples/kadane/four-extremes	-
PASS	examples/kadane/four-mixed	-
PASS	examples/kadane/four-negative	-
PASS	examples/kadane/four-positive	-
PASS	examples/kadane/four-same	-
PASS	examples/kadane/harness-r-eight	-
PASS	examples/kadane/harness-r-empty	-
PASS	examples/kadane/harness-r-maxseed	-
PASS	examples/kadane/harness-r-mid	-
PASS	examples/kadane/harness-r-minseed	-
PASS	examples/kadane/harness-r-one	-
PASS	examples/kadane/one	-
PASS	examples/kadane/three	-
PASS	examples/matmul/harness-basic	-
PASS	examples/matmul/harness-wrap	-
PASS	examples/matmul/identity-times-seed	-
PASS	examples/matmul/scalar-diag-basic	-
PASS	examples/matmul/scalar-diag-identity	-
PASS	examples/matmul/scalar-diag-wrap	-
PASS	examples/matmul/scalar-diag-zero	-
PASS	examples/matmul/seed-trace-basic	-
PASS	examples/matmul/seed-trace-wrap	-
PASS	examples/matmul/seed-trace-zero	-
PASS	examples/matmul/zero-times-seed	-
PASS	examples/minmax/empty-panics	-
PASS	examples/minmax/four	-
PASS	examples/minmax/four-big	-
PASS	examples/minmax/four-desc	-
PASS	examples/minmax/four-u64max	-
PASS	examples/minmax/harness-empty-panics	-
PASS	examples/minmax/harness-five	-
PASS	examples/minmax/harness-one	-
PASS	examples/minmax/harness-r-eight	-
PASS	examples/minmax/harness-r-empty-panics	-
PASS	examples/minmax/harness-r-five	-
PASS	examples/minmax/harness-r-one	-
PASS	examples/minmax/harness-r-wrap-max	-
PASS	examples/minmax/harness-wrap-max	-
PASS	examples/minmax/one	-
PASS	examples/minmax/three-same	-
PASS	examples/palin/empty	-
PASS	examples/palin/four-allsame	-
PASS	examples/palin/four-big	-
PASS	examples/palin/four-nonpalin	-
PASS	examples/palin/four-palin	-
PASS	examples/palin/harness-r-big	-
PASS	examples/palin/harness-r-eight	-
PASS	examples/palin/harness-r-empty	-
PASS	examples/palin/harness-r-five	-
PASS	examples/palin/harness-r-four	-
PASS	examples/palin/harness-r-one	-
PASS	examples/palin/one	-
PASS	examples/palin/three-nonpalin	-
PASS	examples/palin/three-palin	-
PASS	examples/powmod/base-reduce	-
PASS	examples/powmod/exp-one	-
PASS	examples/powmod/exp-zero	-
PASS	examples/powmod/harness-extreme	-
PASS	examples/powmod/harness-typical	-
PASS	examples/powmod/large-exp	-
PASS	examples/powmod/mod-one	-
PASS	examples/powmod/mod-zero	-
