# GoLean negative-corpus (compile-rejection) baseline
# recorded: 2026-08-18  commit: f68a4d86+ (spec-truth P3 slice 2)  oracle: go build (rejection) + frontend fail-closed
# manifest_cases: 390  pass: 390  fail: 0
# Columns: result<TAB>id<TAB>stage (sorted by id); detail omitted (churns).
# Regression = any flip/stage change vs this file (scripts/coverage-baseline-diff
# --baseline baselines/negative-full.tsv artifacts/coverage/negative-latest.tsv).
# Re-pin reason: 79 NEW ids, no other change — the spec-examples negative
# tranche (P3, mechanism 4.2): all 35 contains-illegal spec blocks converted
# (76 cases, worker-built, every expected_substring from actual go build
# stderr) + 3 integration handovers (two goto negatives the classifier had
# misfiled as runnable, one selector-promotion case). Every pre-existing id
# keeps its result and stage; all 390 PASS.
result	id	stage
PASS	methods/interface-receiver	-
PASS	methods/nonlocal-receiver	-
PASS	methods/pointer-alias-receiver	-
PASS	methods/pointer-receiver-map-element	-
PASS	methods/pointer-to-pointer-receiver	-
PASS	methods/value-pointer-interface	-
PASS	multi-assign/assign-arity-too-many	-
PASS	multi-assign/multi-result-mixed-rhs	-
PASS	multi-assign/non-addressable-target	-
PASS	multi-assign/short-decl-arity	-
PASS	panic-recover/panic-as-value	-
PASS	panic-recover/panic-no-argument	-
PASS	panic-recover/panic-spread	-
PASS	panic-recover/panic-too-many-arguments	-
PASS	panic-recover/recover-argument	-
PASS	panic-recover/recover-as-value	-
PASS	panic-recover/recover-call-result	-
PASS	pointers/address-call-result	-
PASS	pointers/address-constant	-
PASS	pointers/address-map-element	-
PASS	pointers/address-string-index	-
PASS	pointers/assign-different-pointer-types	-
PASS	pointers/compare-different-types	-
PASS	pointers/deref-nonpointer	-
PASS	pointers/pointer-arithmetic	-
PASS	range/range-channel-two-vars	-
PASS	range/range-float	-
PASS	range/range-func-bad-yield	-
PASS	range/range-func-one-value-two-vars	-
PASS	range/range-func-return-value	-
PASS	range/range-func-too-many-yield-values	-
PASS	range/range-int-two-vars	-
PASS	range/range-pointer-to-slice	-
PASS	range/range-send-only-channel	-
PASS	range/range-struct	-
PASS	returns/map-index-return-values	-
PASS	returns/missing-return-value	-
PASS	returns/multi-result-assignment-mismatch	-
PASS	returns/multi-result-single-context	-
PASS	returns/naked-return-shadowed-result	-
PASS	returns/too-many-return-values	-
PASS	scoping/block-scope-leak	-
PASS	scoping/for-init-scope-leak	-
PASS	scoping/if-init-scope-leak	-
PASS	scoping/select-clause-scope-leak	-
PASS	scoping/short-decl-no-new	-
PASS	scoping/switch-clause-scope-leak	-
PASS	scoping/switch-init-scope-leak	-
PASS	scoping/type-switch-guard-scope-leak	-
PASS	slices/full-slice-string	-
PASS	slices/slice-compare	-
PASS	slices/slice-index-float	-
PASS	slices/slice-unaddressable-array	-
PASS	spec-examples/array-type-mutual-cycle	-
PASS	spec-examples/array-type-self-element	-
PASS	spec-examples/array-type-struct-cycle	-
PASS	spec-examples/bare-return-shadowed-result	-
PASS	spec-examples/builtin-len-statement	-
PASS	spec-examples/complex-arg-shift	-
PASS	spec-examples/const-complement-uint8	-
PASS	spec-examples/const-conversion-float-to-int	-
PASS	spec-examples/const-conversion-float-to-string	-
PASS	spec-examples/const-division-by-zero	-
PASS	spec-examples/const-len-nonconstant-call	-
PASS	spec-examples/const-shift-overflows-int32	-
PASS	spec-examples/const-shift-typed-float	-
PASS	spec-examples/constraint-overlapping-terms	-
PASS	spec-examples/constraint-term-type-parameter	-
PASS	spec-examples/constraint-union-tilde-type-parameter	-
PASS	spec-examples/embedded-method-signature-conflict	-
PASS	spec-examples/empty-type-arg-list	-
PASS	spec-examples/float-lit-hex-e-exponent	-
PASS	spec-examples/float-lit-hex-no-mantissa-digits	-
PASS	spec-examples/float-lit-p-exponent-decimal	-
PASS	spec-examples/float-lit-trailing-underscore	-
PASS	spec-examples/float-lit-underscore-after-dot	-
PASS	spec-examples/float-lit-underscore-after-e	-
PASS	spec-examples/float-lit-underscore-before-dot	-
PASS	spec-examples/float-lit-underscore-before-e	-
PASS	spec-examples/generic-alias-own-type-param	-
PASS	spec-examples/generic-func-no-instantiation	-
PASS	spec-examples/goto-into-block	-
PASS	spec-examples/goto-over-declaration	-
PASS	spec-examples/imag-arg-shift	-
PASS	spec-examples/impossible-type-assertion	-
PASS	spec-examples/int-lit-double-underscore	-
PASS	spec-examples/int-lit-trailing-underscore	-
PASS	spec-examples/int-lit-underscore-in-prefix	-
PASS	spec-examples/interface-blank-method-name	-
PASS	spec-examples/interface-duplicate-method	-
PASS	spec-examples/interface-embed-array-self	-
PASS	spec-examples/interface-embed-mutual	-
PASS	spec-examples/interface-embed-self	-
PASS	spec-examples/interface-embed-union-self	-
PASS	spec-examples/make-len-exceeds-cap	-
PASS	spec-examples/make-len-not-representable	-
PASS	spec-examples/method-recv-alias-instantiated	-
PASS	spec-examples/method-recv-alias-instantiated-ptr	-
PASS	spec-examples/method-recv-generic-alias	-
PASS	spec-examples/method-value-unaddressable-recv	-
PASS	spec-examples/min-slice-spread	-
PASS	spec-examples/missing-return-terminating-stmt	-
PASS	spec-examples/nonbasic-interface-conversion	-
PASS	spec-examples/nonbasic-interface-struct-field	-
PASS	spec-examples/nonbasic-interface-variable	-
PASS	spec-examples/range-float-constant	-
PASS	spec-examples/range-int-overflows-uint8	-
PASS	spec-examples/rune-lit-code-point-too-large	-
PASS	spec-examples/rune-lit-hex-too-few-digits	-
PASS	spec-examples/rune-lit-octal-over-255	-
PASS	spec-examples/rune-lit-octal-too-few-digits	-
PASS	spec-examples/rune-lit-surrogate-half	-
PASS	spec-examples/rune-lit-too-many-chars	-
PASS	spec-examples/rune-lit-unknown-escape	-
PASS	spec-examples/selector-no-pointer-promotion	-
PASS	spec-examples/shift-float32-var	-
PASS	spec-examples/shift-int-float-context	-
PASS	spec-examples/shift-string-conversion	-
PASS	spec-examples/shift-untyped-float-compare	-
PASS	spec-examples/shift-untyped-float-var	-
PASS	spec-examples/short-decl-repeated-ident	-
PASS	spec-examples/string-lit-code-point-too-large	-
PASS	spec-examples/string-lit-surrogate-half	-
PASS	spec-examples/struct-type-array-cycle	-
PASS	spec-examples/struct-type-mutual-cycle	-
PASS	spec-examples/struct-type-self-embed	-
PASS	spec-examples/tilde-defined-type	-
PASS	spec-examples/tilde-interface	-
PASS	spec-examples/tilde-outside-type-param-list	-
PASS	spec-examples/typedef-enclosing-type-param	-
PASS	spec-examples/typedef-own-type-param	-
PASS	spec-examples/var-init-untyped-nil	-
PASS	strings/cap-string	-
PASS	strings/compare-string-bytes	-
PASS	strings/hex-escape-too-short	-
PASS	strings/int-slice-to-string	-
PASS	strings/interpreted-string-newline	-
PASS	strings/invalid-string-escape	-
PASS	strings/octal-escape-overflow	-
PASS	strings/raw-string-backquote	-
PASS	strings/rune-literal-too-long	-
PASS	strings/string-index-assign	-
PASS	strings/string-index-float	-
PASS	strings/string-index-two-values	-
PASS	strings/string-negative-index	-
PASS	strings/string-slice-assign	-
PASS	strings/string-to-int	-
PASS	strings/string-to-int-slice	-
PASS	strings/surrogate-rune-escape	-
PASS	structs/ambiguous-promoted-field	-
PASS	structs/blank-field-selector	-
PASS	structs/duplicate-field	-
PASS	structs/duplicate-literal-field	-
PASS	structs/embedded-pointer-unnamed	-
PASS	structs/mixed-literal	-
PASS	structs/recursive-value	-
PASS	structs/selector-call-result-address	-
PASS	structs/selector-call-result-assign	-
PASS	structs/selector-composite-literal-address	-
PASS	structs/selector-conversion-result-address	-
PASS	structs/selector-conversion-result-assign	-
PASS	structs/selector-unaddressable-literal	-
PASS	structs/tag-function-argument	-
PASS	structs/tag-map-key-mismatch	-
PASS	structs/tag-return-mismatch	-
PASS	structs/tag-unnamed-assign	-
PASS	structs/too-many-values	-
PASS	structs/unknown-field-literal	-
PASS	unused/unused-local	-
PASS	variadic/append-multi-result	-
PASS	variadic/call-slice-without-spread	-
PASS	variadic/interface-variadic-mismatch	-
PASS	variadic/method-non-final-variadic	-
PASS	variadic/method-spread-wrong-element-type	-
PASS	variadic/mixed-args-and-spread	-
PASS	variadic/non-final-variadic	-
PASS	variadic/spread-non-final-argument	-
PASS	variadic/spread-non-slice	-
PASS	variadic/spread-wrong-element-type	-
